,GoodForKids,HasTV,perms,monday,jukebox,extensions,Music,HappyHour,wednesday,kids,RestaurantsTableService,RestaurantsCounterService,vegetarian,GoodForMeal,ByAppointmentOnly,sunday,RestaurantsPriceRange2,casual,latenight,RestaurantsReservations,BusinessAcceptsCreditCards,friday,video,DogsAllowed,Ambience,gluten-free,Alcohol,soy-free,hipster,dinner,tuesday,CoatCheck,lot,lunch,vegan,trendy,upscale,BYOBCorkage,dairy-free,classy,GoodForDancing,curly,RestaurantsDelivery,AgesAllowed,Open24Hours,thursday,dj,background_music,karaoke,BYOB,no_music,BusinessAcceptsBitcoin,romantic,BusinessParking,WheelchairAccessible,Caters,live,BestNights,coloring,dessert,street,OutdoorSeating,Corkage,garage,breakfast,AcceptsInsurance,NoiseLevel,valet,Smoking,RestaurantsGoodForGroups,WiFi,intimate,RestaurantsAttire,DriveThru,brunch,divey,touristy,kosher,validated,RestaurantsTakeOut,saturday,halal,BikeParking,business_id,stars
96,True,False,,,,,,,,,,,,,,,2,,,True,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,True,,,,,u'average',,,True,'free',,u'dressy',,,,,,,False,,,True,70359,3.9090909091
97,True,False,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,False,,False,True,,'average',False,,True,'no',False,'casual',False,True,False,False,,False,True,,,True,45316,3.5454545455
98,True,False,,,,,,,,,,,,,,,1,True,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,False,,False,,,u'average',False,,True,u'free',False,'casual',,,False,False,,False,True,,,False,59993,4.0
99,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,u'beer_and_wine',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,False,False,,,True,,,,False,False,True,,False,True,,u'average',False,,True,u'free',False,u'casual',False,False,False,False,,False,True,,,True,117426,4.225025227
100,,,,,,,,,,,,,,,,,3,,,True,True,,,,,,u'full_bar',,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,,,False,,True,,,u'casual',,,,,,False,,,,,138344,3.5
101,True,False,,,,,,,,,,,,,,,1,False,False,False,True,,,,,,'none',,False,False,,,,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,,False,,,False,,'quiet',,,True,'no',False,'casual',,False,False,False,,,True,,,True,162067,2.95
102,False,False,,,,,,,,,,,,,,,4,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,True,,,False,,,,,False,False,,True,,,u'quiet',True,,True,u'free',False,u'dressy',,,False,False,,False,False,,,,19306,4.125
103,True,True,,False,,,,False,False,,,,,,,True,2,True,False,True,,False,,,,,u'full_bar',,False,True,False,False,False,True,,False,False,,,False,False,,False,,,False,,,,,,,False,,,True,,,,False,False,False,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,False,,True,191965,2.7011494253
104,True,True,,,,,,,,,,,,,,,2,True,False,False,True,,,,,,'full_bar',,False,True,,,True,False,,False,False,'no',,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,'loud',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,True,182464,3.4831804281
105,False,False,,,,,,False,,,,,,,,,2,False,False,True,True,,,,,,u'full_bar',,False,True,,,True,False,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,135298,3.5621301775000003
106,True,False,,,,,,,,,False,,,,,,1,True,False,False,True,,,False,,,u'none',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,False,False,,True,True,,,,False,False,True,,False,True,,u'average',False,,True,'free',False,u'casual',True,False,False,False,,False,True,,,True,123841,4.145631068
107,False,True,,,,,,True,,,,,,,,,2,True,False,True,,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,True,True,,False,True,,u'very_loud',False,,True,'free',False,u'casual',,True,False,False,,False,True,,,True,88859,2.2626262626
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102108,3.6
109,True,,,,,,,,,,,,,,,,2,False,,False,,,,,,,,,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,,False,,,,,u'average',,,False,,False,'casual',,,False,False,,,True,,,,31696,3.0
110,True,True,,,,,,,,,False,,,,,,2,False,False,False,,,,,,,u'none',,False,False,,,False,False,,False,False,,,False,,,,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,,False,u'casual',False,False,,False,,False,True,,,True,59363,2.3333333333
111,False,True,,,,,,,,,,,,,,,2,True,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,True,,,u'loud',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,44082,2.3333333333
112,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,True,,,u'full_bar',,False,False,,,True,False,,True,False,,,False,,,False,,,,,,,,,,False,,True,False,,,,True,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,173372,4.1951219512
113,False,False,,,,,,,,,,,,,,,3,,,True,True,,,,,,u'full_bar',,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,,True,,,u'average',True,,True,u'no',,u'casual',,,,,,False,False,,,False,177966,3.359223301
114,False,False,,,,,,,,,,,,,,,2,False,,True,,,,,,,u'full_bar',,False,,,,False,,,True,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,True,,False,,,u'average',False,,True,'no',False,u'casual',,,False,False,,False,True,,,True,90260,3.0675675676
115,False,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,False,,,u'loud',False,,True,'free',False,'casual',,,False,False,,False,False,,,True,45306,3.247706422
116,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,True,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,False,True,,False,False,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,False,181159,3.8611111111
117,False,False,,,False,,,,,,,,,,,,2,False,False,True,,,False,,,,u'full_bar',,False,True,,,False,False,,False,False,,,False,,,False,,,,False,True,False,,False,,False,,,,False,,,False,True,False,,False,False,,u'average',False,,True,'no',True,u'casual',,False,False,False,,False,False,,,True,119961,4.0434782609
118,True,True,,False,,,,True,True,,,,,,,False,2,False,False,True,,True,,,,,u'full_bar',,False,True,False,,True,True,,True,False,,,False,False,,False,,,False,,,,,,,False,,,False,,,,True,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,True,,True,28928,2.7307692308
119,True,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'very_loud',False,,True,'free',False,u'casual',,,False,False,,False,True,,,False,108964,2.2962962963
120,,,,,False,,,True,,,,,,,,,2,False,,True,True,,False,,,,'full_bar',,False,,,,,,,False,False,,,False,False,,,,,,False,False,False,,False,,False,,,,True,,,,,,,,,,,,,,'no',False,,,,False,False,,,,,,,146784,3.0
121,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,10584,3.5714285714000003
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68596,3.8461538462
123,True,False,,,,,,,,,,,,,,,2,False,,False,True,,,,,,,,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'quiet',False,,True,,False,u'casual',,,False,False,,False,True,,,,7245,3.0
124,False,True,,False,False,,,,False,,,,,,,False,2,True,,True,,True,False,,,,u'full_bar',,False,,False,,False,,,False,False,,,False,False,,False,,,True,False,False,False,,False,,False,,,False,False,,,,True,False,,False,,,u'loud',False,,True,'free',False,u'casual',,,False,False,,False,True,True,,True,171482,3.1368821293
125,True,True,,,,,,,,,True,,,,,,1,True,False,True,True,,,False,,,'none',,False,True,,,True,True,,False,False,'no',,False,,,False,,,,,,,,,False,False,,,True,,,,False,False,False,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,,,False,103807,3.9051383399
126,False,True,,,False,,,True,,,True,,,,,,2,False,False,True,,,False,False,,,u'full_bar',,False,False,,False,False,False,,False,False,,,False,,,False,,,,False,False,True,,False,,False,,False,True,False,,,False,True,True,,False,False,,u'loud',False,u'outdoor',True,u'free',False,u'casual',,False,False,False,,False,False,,,True,95755,3.8333333333
127,True,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,192117,3.0
128,True,True,,,,,,,,,,,,,,,1,False,False,False,False,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,False,False,,,True,,,,False,True,False,,False,False,,u'quiet',False,,True,u'no',False,'casual',,False,True,False,,False,True,,,True,49714,2.8181818182000002
129,False,True,,,,,,,,,,,,,,,1,True,True,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,True,False,,False,True,,,True,24476,3.65625
130,False,True,,,,,,,,,,,,,,,2,False,,True,,,,,,,u'full_bar',,False,,,,True,,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'loud',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,153943,2.5
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,76113,2.6
132,True,True,,,,,,,,,,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,118968,3.0348837209
133,True,False,,,False,,,False,,,False,,,,,,1,True,False,False,True,,False,True,,,u'beer_and_wine',,False,True,,False,False,True,,True,False,,,False,False,,False,,,,False,False,False,,False,,False,,True,True,True,,,False,True,True,,True,False,,u'average',False,,True,u'free',False,u'casual',,False,False,False,,False,True,,,True,155892,3.5581395349
134,True,False,,,,,,,,,,,,,,,2,False,,False,True,,,,,,u'none',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'loud',False,,False,u'no',False,u'casual',,,False,False,,False,True,,,,107963,3.4285714286
135,False,True,,True,False,,,,False,,,,,,,False,3,False,,True,True,True,False,,,,u'full_bar',,False,,False,,True,,,True,False,,,False,False,,False,,,False,False,False,False,,False,,False,,,True,True,,,,True,True,,False,,,u'average',True,,True,u'free',False,u'dressy',,,False,False,,False,True,True,,True,90838,3.6312056738000003
136,False,True,,False,False,,,,False,,,,,,,False,2,True,True,True,True,True,False,,,,u'full_bar',,False,True,False,,True,True,,False,False,,,False,False,,False,,,True,False,False,False,,False,,False,,,False,False,,,False,False,True,,False,False,,u'average',False,,True,u'free',False,'casual',,False,False,False,,False,True,True,,True,6427,3.8971962617
137,True,True,,,,,,,,,,,,,,,2,True,,True,,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,True,,False,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,,138536,2.6666666667000003
138,False,,,,,,,,,,,,,,,,2,,,False,True,,,,,,'full_bar',,,,,,False,,,,,'yes_free',,,,,False,,,,,,,,,,,,,,,,,,False,True,False,True,,,,False,,True,,,'casual',,,,,,False,True,,,,20859,2.0952380952
139,,,,,,,,,,,,,,,,,2,,,,True,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,False,,,,,,,,,,,False,False,,,True,64727,3.262295082
140,True,True,,False,,,,True,False,,True,,,,,False,2,True,True,True,True,False,,False,,,u'full_bar',,False,False,False,True,False,False,,True,False,,,False,False,,False,,,True,,,,,,False,False,,True,False,,,,True,True,True,,True,False,,u'loud',True,u'outdoor',True,u'free',False,u'casual',,False,False,False,,False,True,False,,True,10460,2.94
141,True,True,,,,,,,,,True,,,,,,2,False,,True,True,,,,,,'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,True,,False,,,'quiet',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,80157,3.2045454545
142,False,False,,,,,,,,,,,,,,,3,False,,True,,,,,,,u'full_bar',,,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,True,True,,False,,,u'average',False,,True,,False,u'casual',,,,False,,False,False,,,,42290,2.6818181817999998
143,True,True,,,,,,,,,,,,,,,2,False,,,,,,,,,u'full_bar',,False,,,,True,,,True,False,,,False,,,,,,,,,,,,,False,,,,,,,,False,True,,False,,,u'average',False,,True,,False,,,,False,False,,False,,,,False,182686,2.652173913
144,True,False,,,,,,,,,True,,,,,,3,True,False,False,True,,,,,,'full_bar',,False,True,,,False,True,,False,False,'yes_free',,False,,,False,,,,,,,,,,False,,True,False,,,,False,False,False,False,True,False,,u'average',False,,True,'free',False,'casual',,True,False,False,,False,False,,,False,13423,3.3591940713
145,True,True,,,,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,True,,,,,,,,,,False,,,False,,,,False,False,False,,False,False,,u'average',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,1761,4.5021645022
146,False,True,,False,False,,,True,False,,True,,,,,True,2,True,False,False,True,True,False,,,,'full_bar',,False,False,False,False,False,False,,True,False,,,False,False,,False,,,False,False,True,False,,False,,False,,,False,False,,,False,False,True,,False,False,,'loud',True,u'no',True,u'free',False,'casual',,False,False,False,,False,False,True,,False,160591,3.0886075949
147,False,True,,,,,,,,,,,,,,,3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'casual',,,,,,,True,,,,188650,4.6666666667
148,True,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,True,,,True,48907,4.0
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4354,3.75
150,False,,,,,,,,,,,,,,,,3,,,True,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,'casual',,,,,,,False,,,,62449,3.8888888889
151,True,False,,,,,,,,,,,,,,,3,False,False,True,,,,,,,u'full_bar',,False,True,,,False,False,,False,False,,,True,,,False,,,,,,,,,,False,,,,,,,False,False,False,,False,False,,u'quiet',True,,True,'free',False,u'dressy',,False,,False,,False,False,,,False,107407,3.6
152,True,False,,,,,,,,,True,,,,,,1,True,False,False,,,,,,,u'none',,False,False,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,True,False,,False,True,,u'average',False,,False,u'no',False,u'casual',False,True,,False,,False,True,,,True,122205,3.9696969697
153,True,True,,,,,,,,,,,,,,,1,True,False,False,True,,,,,,u'none',,False,False,,,True,True,,False,False,,,False,,,True,,,,,,,,,,False,,,True,,,,False,True,True,,False,True,,u'quiet',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,17716,3.575
154,False,False,,,,,,,,,True,,,,,,2,True,False,True,,,,False,,,u'full_bar',,True,True,,,False,False,,True,False,,,False,,,False,,,,,,,,,,False,,False,False,,,,False,True,True,,False,False,,u'average',False,,True,u'free',False,u'casual',,False,,False,,False,True,,,True,160929,4.1315789474
155,True,,,,,,,,,,,,,,,,2,False,False,False,,,,,,,,,False,False,,,,False,,False,False,,,False,,,False,,,,,,,,,,False,,,,,,,False,,,,,False,,,,,True,'no',False,u'casual',,False,,False,,,True,,,,28890,2.9090909091
156,True,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,u'full_bar',,False,,,,True,,,False,False,,,True,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,'loud',False,,True,u'free',False,'casual',,,False,False,,False,True,,,True,184144,3.1363636364
157,True,True,,,False,,,True,,,True,,,,,,2,True,False,True,True,,False,True,,,u'full_bar',,False,True,,False,True,False,,False,False,,,False,False,,False,,,,False,False,False,,False,False,False,,True,False,False,,,True,False,True,,False,False,,'quiet',False,u'no',True,u'free',True,'casual',,False,False,False,,False,True,,,True,57998,4.4455445545
158,False,False,,,,,,,,,True,,,,,,3,False,False,True,,,,,,,'full_bar',,False,True,,,False,False,,True,True,,,False,,,False,,,,,,,,,,False,,True,False,,,,False,False,False,,True,False,,u'loud',False,,True,'no',False,'dressy',,False,False,False,,False,False,,,False,96542,3.7073170732
159,False,True,,,,,,,,,,,,,,,2,True,,False,True,,,,,,u'full_bar',,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,True,True,,True,,,u'average',False,,True,u'free',False,u'casual',,,False,False,,False,True,,,True,172311,3.2073170732
160,True,False,,,,,,,,,False,,,,,,1,True,True,False,True,,,,,,u'none',,False,True,,,True,True,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,True,False,True,,False,True,,u'average',False,,True,'no',False,'casual',,False,False,False,,False,True,,,True,115384,3.049382716
161,True,True,,,,,,,,,,,,,,,2,False,,True,True,,,,,,,,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'average',False,,True,,False,u'casual',,,False,False,,False,True,,,False,101468,3.7142857143
162,False,True,,False,False,,,True,False,,True,,,,,False,2,False,,True,True,True,False,,,,'full_bar',,False,,False,True,True,,,False,False,,,False,True,,False,u'21plus',,False,True,False,False,,,,False,,True,,False,,,,True,True,,False,,,u'loud',True,u'outdoor',True,'no',False,'dressy',,,False,False,,False,False,True,,True,140230,3.3333333333
163,True,,,,,,,,,,,,,,,,1,,,False,,,,,,,u'none',,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,False,False,,False,,,,False,,True,,,u'casual',,,,,,False,True,,,,76983,3.5
164,False,True,,,,,,True,,,,,,,,,1,False,False,False,True,,,,,,'full_bar',,False,False,,False,False,False,,False,False,,,False,True,,False,,,,True,,,,,,False,,,,,,,False,False,True,,False,False,,u'average',False,u'yes',True,'no',False,'casual',,False,False,False,,False,True,,,True,91760,3.3571428571
165,True,False,,,,,,,,,,,,,,,1,False,,False,True,,,,,,u'none',,False,,,,,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,,True,,,,,,,,True,,False,u'casual',,,False,False,,,True,,,,66154,4.55
166,False,True,,,,,,,,,True,,,,,,2,True,True,True,,,,,,,u'full_bar',,False,True,,,False,False,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,False,False,True,,False,False,,u'loud',False,,True,u'no',False,u'casual',,False,False,False,,False,True,,,True,35478,1.9047619048
167,True,True,,,,,,,,,,,,,,,2,True,,False,,,,,,,u'beer_and_wine',,False,,,,True,,,False,False,,,False,,,False,,,,,,,,,,False,,,False,,,,,False,False,,False,,,u'average',False,,True,'free',False,u'casual',,,False,False,,False,True,,,True,101667,2.6666666667000003
168,True,True,,,,,,,,,True,,,,,,2,True,False,True,True,,,,,,u'full_bar',,False,True,,,False,True,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,False,False,True,,False,False,,u'average',False,,True,'free',False,u'casual',,False,False,False,,False,True,,,True,14358,2.7916666667000003
169,False,True,,False,False,,,True,False,,,,,,,False,3,False,False,True,True,False,False,,,,u'full_bar',,False,True,False,False,True,False,,False,False,,,True,,,False,,,True,False,False,False,,False,False,False,,,False,False,,,False,True,True,,False,False,,u'average',True,,True,u'free',False,u'dressy',,False,False,False,,False,False,False,,False,119661,3.4375
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139476,4.5
171,True,False,,,,,,,,,,,,,,,2,False,,True,,,,,,,,,False,,,,False,,,False,False,,,False,,,False,,,,,,,,,,False,,,True,,,,,False,False,,False,,,u'average',False,,True,u'no',False,u'casual',,,False,False,,False,True,,,,29036,2.6
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165097,2.3333333333
