,GoodForKids,video,dessert,street,HasTV,OutdoorSeating,monday,GoodForDancing,jukebox,Corkage,DogsAllowed,garage,Music,breakfast,RestaurantsDelivery,AcceptsInsurance,NoiseLevel,HappyHour,valet,Ambience,Smoking,RestaurantsGoodForGroups,gluten-free,AgesAllowed,thursday,Alcohol,WiFi,dj,background_music,wednesday,intimate,karaoke,soy-free,hipster,RestaurantsAttire,BYOB,RestaurantsTableService,dinner,BikeParking,no_music,DriveThru,BusinessAcceptsBitcoin,tuesday,CoatCheck,lot,brunch,live,vegetarian,GoodForMeal,ByAppointmentOnly,romantic,divey,touristy,lunch,RestaurantsPriceRange2,sunday,vegan,casual,kosher,trendy,validated,latenight,BusinessParking,upscale,BYOBCorkage,WheelchairAccessible,RestaurantsTakeOut,RestaurantsReservations,saturday,dairy-free,DietaryRestrictions,BusinessAcceptsCreditCards,halal,friday,Caters,classy,business_id,stars
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105804,4.0
105,True,,False,False,True,False,,,,,,False,,True,False,,'quiet',,False,,,True,,,,'full_bar',u'no',,,,False,,,False,u'casual',,True,False,True,,,,,,True,False,,,,,False,False,False,False,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,False,False,73265,3.5925925926
106,False,False,,True,True,True,False,True,False,,,False,,,False,,u'loud',True,True,,u'outdoor',True,,u'21plus',False,'full_bar','no',True,False,False,False,False,,False,'dressy',,True,,True,,,,False,True,True,,False,,,,False,False,False,,2,False,,False,,False,False,,,False,,True,False,True,True,,,True,,True,,False,140230,3.3333333333
107,True,,,False,,False,,,,,,False,,,False,,,,False,,,True,,,,u'none',,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,1,,,,,,False,,,,,,True,False,,,,,,,,,76983,3.5
108,True,,False,False,,,,,,,,False,,False,,,,,False,,,,,,,,u'free',,,,,,,,u'casual',,,False,,,,,,,False,False,,,,,,,,False,2,,,,,,False,False,,,,,,,,,,True,,,,,180622,3.25
109,True,,False,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,116578,3.2702702703
110,True,,,,,,,,,,,,,,False,,,,,,,True,,,,,,,,,False,,,False,'casual',,,,,,,,,,,,,,,,False,,False,,2,,,False,,False,,,,False,,,True,False,,,,,,,,False,44248,4.0
111,True,,,False,False,True,,,,,,False,,,True,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,False,,,,True,,,True,False,116036,3.7891566265
112,True,,,False,True,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'beer_and_wine',u'free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,True,False,31888,4.1388888889
113,True,,False,False,False,False,,,,,,False,,False,False,,'average',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,'casual',,False,True,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,False,,,,True,,,True,False,68725,4.1940298507
114,True,,,,,True,,,,,,,,,False,,u'average',,,,,True,,,,,,,,,False,,,False,'casual',,,,,,,,,,,,,,,,False,,False,,2,,,False,,False,,,,False,,,True,True,,,,,,,,False,153384,4.6666666667
115,True,,False,False,True,False,,,,False,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,'yes_free',True,True,True,,,,True,,,False,False,160949,3.3728813559
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139476,4.5
117,True,,,False,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,,u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,29036,2.6
118,True,,False,False,False,False,,,,,,False,,False,False,,'average',,False,,,False,,,,'none','no',,,,False,,,False,'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,,,,False,False,74719,4.3
119,True,,False,True,False,True,,,,,False,False,,False,True,,'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,False,False,False,,,False,,,False,False,,,,,False,False,False,True,2,,,False,,False,False,False,,False,,True,True,False,,,,True,,,True,False,113083,3.3404255319000002
120,False,,,True,False,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,True,False,False,,3,,,False,,True,False,,,False,,,False,True,,,,,,,False,True,81075,3.78125
121,True,,,False,False,False,,,,,,False,,,False,,u'loud',,False,,,True,,,,,'no',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,False,True,,,,,,,,False,127354,4.3125
122,True,,,False,False,False,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,True,,,False,False,184763,4.6
123,True,,,True,True,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,117604,4.6
124,True,,,False,True,False,,,,,,False,,,True,,u'average',,False,,,True,,,,u'full_bar','free',,,,False,,,False,'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,'no',,True,True,,,,True,,,True,False,18021,3.7547169811
125,,,,False,False,False,,,,,False,False,,,True,,,,False,,,,,,,u'beer_and_wine',u'free',,,,,,,,,,True,,False,,,False,,,True,,,,,,,,,,,,,,,,False,,,,,True,True,True,,,,True,,,True,,164425,3.7692307692
126,,,,True,False,True,,,,,,False,,,False,,u'quiet',,False,,,,,,,u'full_bar',u'free',,,,,,,,u'casual',,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,53701,4.0
127,True,,False,False,True,False,,,,,,False,,False,,,,,False,,,True,,,,u'full_bar',,,,,False,,,False,'casual',,,False,,,,,,,False,False,,,,,False,,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,88176,3.5
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172513,1.3333333333000001
129,True,,,False,True,False,,,,,,False,,,False,,'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,65268,4.3351648352
130,True,,True,True,False,True,,,,,,False,,True,True,,u'quiet',,True,,,True,,,,u'none','free',,,,False,,,False,u'casual',,True,False,True,,,False,,,True,True,,,,,False,False,False,True,1,,,False,,True,True,False,,False,,,True,False,,,,True,,,True,False,40263,3.7818181818000003
131,False,,,False,,True,,,,,,True,,,True,,,,True,,,True,,,,u'full_bar','free',,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,3,,,,,,False,,,,,,False,True,,,,True,,,,,20089,3.9122659961
132,True,False,False,False,True,True,,,False,,,False,,False,False,,u'average',False,False,,u'no',True,,,,u'full_bar','free',False,False,,False,False,,False,u'casual',,True,True,True,False,,,,False,False,True,False,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,155538,3.3529411765
133,True,,,False,True,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'beer_and_wine',u'no',,,,False,,,False,u'casual',,,,False,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,,False,47329,3.0666666667
134,False,,,False,False,True,,,,,,True,,,False,,,,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,False,,False,False,,,False,,,True,True,,,,True,,,True,False,181708,3.8888888889
135,True,,,True,False,False,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,1,,,True,,False,False,,,False,,,True,False,,,,True,,,True,False,128299,4.5384615385
136,False,,False,True,True,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,True,2,,,False,,True,False,False,,False,,,True,True,,,,,,,True,False,21781,3.962962963
137,True,,False,False,False,True,,,,,False,False,,False,False,,u'average',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,u'casual',,True,True,False,,,False,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,102110,3.9677419355
138,True,,False,False,True,False,,,,,,False,,False,False,,'average',,False,,,True,,,,'beer_and_wine',u'no',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,,False,5082,4.1714285714
139,True,,False,False,False,False,,,,,False,False,,False,False,,u'average',,False,,,True,,,,'none',u'no',,,,False,,,False,'casual',,,True,True,,,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,108041,3.880239521
140,True,,False,False,True,False,,,,,,False,,False,False,,u'quiet',,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,,False,92905,4.2857142857
141,,,False,,,,,,,,,,,False,False,,,,,,,True,,,,,'free',,,,,,,,'casual',,,False,False,,,,,,,False,,,,,,,,False,2,,,,,,,False,,,,,True,True,,,,,,,,,41983,3.8
142,True,,False,True,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none','no',,,,False,,,False,'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,,,,True,False,85539,4.7714285713999995
143,True,,,False,True,False,,,,,,True,,,False,,u'average',,True,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,False,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,False,False,152142,3.3333333333
144,True,,False,,True,False,,,,,,,,False,False,,,,,,,True,,,,,'no',,,,False,,,False,'casual',,,False,True,,,,,,,False,,,,,False,,False,False,1,,,False,,False,,False,,False,,,True,False,,,,,,,,False,111877,3.2352941176
145,True,,False,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,True,True,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,175829,4.2980225989
146,False,,False,True,True,False,,,,,,False,,False,False,,u'average',,False,,,False,,,,'none',u'no',,,,False,,,False,u'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,,,,,False,49825,3.5806451613
147,True,,,False,False,True,,,,,,False,,,False,,u'average',,False,,,False,,,,u'none',u'no',,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,,False,,2,,,False,,False,False,,,False,,,True,False,,,,,,,True,False,847,4.3333333333
148,True,,False,False,True,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'none',,,,,False,,,False,u'casual',,True,False,False,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,True,False,,,,,,,,False,164785,3.5
149,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43821,3.5
150,False,False,False,False,True,True,False,False,False,,,False,,False,True,,u'average',,False,,,True,,,False,u'full_bar',u'free',False,False,False,True,False,,False,u'casual',,,False,True,False,,False,True,,True,False,False,,,,False,False,False,False,2,True,,True,,False,False,True,,False,,,True,True,True,,,True,,False,True,False,15810,4.4079422383
151,True,,False,False,False,False,,,,,,False,,False,True,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,False,False,84275,3.0625
152,True,,,False,True,True,,,,,,False,,,False,,u'quiet',,False,,,True,,,,'full_bar',u'free',,,,False,,,False,'casual',,,,,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,True,False,147634,3.3
153,True,,,,False,True,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,'dressy',,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,False,False,,,,,,,,,180261,3.2857142857
154,True,,,False,,True,,,,,,False,,,True,,,,False,,,True,,,,'beer_and_wine',,,,,,,,,'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,'no',,False,,,,,True,,,,,132796,3.25
155,True,,False,False,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,'beer_and_wine','no',,,,False,,,False,u'casual',,,True,True,,,,,,False,True,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,48654,3.7142857143
156,,,,,,,,,,,,,,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177124,3.6
157,False,,,True,False,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'full_bar',u'no',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,,,,,False,65464,3.3043478261
158,True,,False,False,True,False,,False,,,False,True,,False,False,,'average',True,False,,u'no',True,,,,u'beer_and_wine','no',False,,,False,,,False,'casual',,True,False,False,,,False,,False,False,False,,,,,False,True,False,False,2,,,False,,False,False,True,,False,,True,True,True,,,,True,,,False,False,187085,4.243902439
159,True,,False,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,,,,True,False,176617,3.125
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,126936,3.7777777778
161,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,181801,3.75
162,True,,False,False,False,True,,,,,,False,,False,True,,'quiet',True,False,,u'outdoor',True,,,,'full_bar',u'free',,,,False,,,False,u'casual',,True,True,True,,,,,False,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,True,True,,,,True,,,True,False,50227,3.8409090909
163,True,,False,False,True,False,,,,,,False,,False,True,,u'quiet',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,True,False,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,True,True,True,,,,True,,,True,False,97571,3.5714285714000003
164,True,,False,False,False,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,'casual',,False,True,False,,,,,,False,False,,,,,False,,False,True,1,,,True,,False,False,False,,False,,,True,False,,,,,,,False,False,20272,3.5384615385
165,False,,False,,True,True,,False,,,,,,False,,,,True,,,,True,,,,,'free',,,,False,,,False,'casual',,,False,,,,,,,,False,,,,,False,,False,False,2,,,False,,False,,False,,False,,,True,True,,,,,,,,False,19714,2.9230769231
166,True,,False,False,False,True,,,,,False,False,,False,True,,u'average',,False,,,True,,,,u'none',u'free',,,,False,,,False,u'casual',,False,True,True,,,False,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,False,,,,True,,,True,False,102264,4.0540540541
167,True,,False,False,False,True,,,,,,False,,False,False,,'quiet',,False,,,True,,,,u'none',u'free',,,,False,,,False,'casual',,False,True,False,,,,,,True,True,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,False,,,,True,,,True,False,37842,4.4059405941
168,True,,False,False,True,False,,,,,,False,,False,False,,u'average',,False,,,True,,,,u'none','free',,,,False,,,False,'casual',,True,True,False,,,,,,True,False,,,,,False,False,False,True,1,,,True,,False,False,False,,False,,True,True,True,,,,,,,True,False,144809,4.1923076923
169,True,,,True,False,True,,,,,,False,,,False,,u'average',,False,,,True,,,,u'none',u'no',,,,False,,,False,u'casual',,,,False,,,,,,False,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,131143,3.6864406780000003
170,True,,,,False,True,,,,,,,,,,,u'average',,,,,True,,,,u'none',u'no',,,,,,,,u'casual',,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,True,False,,,,True,,,True,,53533,3.8461538462
171,False,,False,False,True,True,,False,,,,False,,False,False,,u'average',,False,,,True,,,,u'full_bar',u'free',,,,False,,,False,u'casual',,,True,True,,,,,,False,False,,,,,False,False,False,False,3,,,False,,False,True,False,,False,,,False,True,,,,,,,False,True,59911,3.8913043478000002
172,,,False,True,,,,,,,,False,,False,True,,,,False,,,,,,,u'none',u'free',,,,,,,,,,True,False,,,,,,,False,False,,,,,,,,False,,,,,,,False,False,,,,,True,True,,,,,,,,,177072,4.1428571429
173,True,False,False,False,True,True,,,False,,,False,,True,False,,u'average',,False,,,True,,,,u'full_bar',u'no',False,False,,False,False,,False,u'casual',,,True,False,False,,,,,True,False,False,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,False,,,,True,,,True,False,83606,3.6567164179000002
174,True,,False,False,False,True,,,,,,False,,True,True,,'quiet',,False,,,True,,,,'none',u'no',,,,False,,,False,u'casual',,True,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,False,,False,False,False,,False,,,True,False,,,,True,,,True,False,92982,3.2857142857
175,True,,False,False,True,,,,,,,False,,False,False,,,,False,,,True,,,,'none',,,,,False,,,False,u'casual',,,False,,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,,,,True,False,114248,4.5714285714
176,True,,,False,False,True,,,,,,False,,,False,,u'quiet',,False,,,True,,,,u'beer_and_wine',u'free',,,,False,,,False,u'casual',,,,True,,,,,,True,,,,,,False,False,False,,2,,,True,,False,False,,,False,,,True,True,,,,True,,,True,False,180559,3.8070175439
177,False,,False,True,False,False,,,,,,False,,False,,,u'loud',,False,,,False,,,,u'none',,,,,False,,,False,u'casual',,False,False,True,,,,,,False,False,,,,,False,False,False,False,1,,,True,,False,False,False,,False,,,True,False,,,,,,,,False,31329,3.0
178,True,,,False,False,True,,,,,,False,,,True,,u'quiet',,False,,,True,,,,u'none','free',,,,False,,,False,u'casual',,,,True,,,,,,False,,,,,,False,False,False,,3,,,False,,False,False,,,False,,,True,True,,,,,,,,False,4175,4.2
179,True,,,True,,False,,,,,,False,,,False,,u'quiet',,False,,,False,,,,u'none',,,,,False,,,False,u'casual',,,,,,,,,,False,,,,,,False,False,False,,1,,,False,,False,False,,,False,,,True,False,,,,True,,,,False,190125,4.1
180,True,,False,False,False,True,,,,,,False,,False,True,,'average',,False,,,True,,,,u'beer_and_wine',u'free',,,,False,,,False,u'casual',,,True,False,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,True,,False,,,True,True,,,,,,,False,False,162322,3.9523809524
181,True,,False,False,False,True,,,,,,False,,False,False,,u'average',,False,,,True,,,,'none','no',,,,False,,,False,'casual',,True,False,True,,,,,,True,False,,,,,False,False,False,True,2,,,True,,False,False,False,,False,,,True,True,,,,True,,,True,False,81747,4.6551724138
182,True,,,False,,False,,,,,,False,,,,,,,False,,,True,,,,u'none',,,,,,,,,u'casual',,,,,,,,,,False,,,,,,,,,,2,,,,,,False,,,,,,True,True,,,,True,,,,,175932,3.5
183,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,138164,4.1666666667
184,True,,False,False,False,False,,,,,,False,,False,True,,,,False,,,True,,,,'beer_and_wine','free',,,,False,,,False,'casual',,,False,,,,,,,False,False,,,,,False,,False,False,2,,,False,,False,False,False,,False,,,True,True,,,,,,,,False,127649,3.9285714286
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78188,5.0
186,,,,True,,False,,,,,,False,,,False,,,,False,,,True,,,,u'none',u'free',,,,False,,,,,,,,,,,,,,False,,,,,,False,,False,,,,,False,,False,False,,,False,,,False,False,,,,,,,False,False,166709,3.2857142857
